1	122	3	3	10	1
1	397	3	3	366	1
1	441	4	4	207	1
1	680	2	2	288	1
1	711	4	5	207	1
1	711	5	5	207	1
2	122	3	3	10	1
2	194	4	4	10	1
2	441	4	4	207	1
2	680	2	2	288	1
3	122	3	3	10	1
3	680	2	2	288	1
4	122	3	3	10	1
4	395	4	7	9	1
4	395	7	7	9	1
4	397	3	3	366	1
4	441	4	4	207	1
4	45	4	4	9	1
4	480	5	5	9	1
4	484	3	3	9	1
4	48	5	5	207	1
4	496	3	3	288	1
4	575	6	6	9	1
4	657	6	9	207	1
4	657	7	9	207	1
4	657	9	9	207	1
4	680	2	2	288	1
4	682	3	3	9	1
4	711	4	5	207	1
4	711	5	5	207	1
4	724	5	7	207	1
4	724	7	7	207	1
4	730	6	6	207	1
4	731	4	4	207	1
4	93	5	8	207	1
4	93	6	8	207	1
4	93	8	8	207	1
5	122	3	3	10	1
5	441	4	4	207	1
5	45	4	4	9	1
5	480	5	5	9	1
5	484	3	3	9	1
5	48	5	5	207	1
5	680	2	2	288	1
5	682	3	3	9	1
5	730	6	6	207	1
5	731	4	4	207	1
6	122	3	3	10	1
6	395	4	7	9	1
6	395	7	7	9	1
6	397	3	3	366	1
6	441	4	4	207	1
6	45	4	4	9	1
6	480	5	5	9	1
6	484	3	3	9	1
6	48	5	5	207	1
6	490	3	3	288	1
6	575	6	6	9	1
6	680	2	2	288	1
6	682	3	3	9	1
6	711	4	5	207	1
6	711	5	5	207	1
6	724	5	7	207	1
6	724	7	7	207	1
6	730	6	6	207	1
6	731	4	4	207	1
6	93	5	8	207	1
6	93	6	8	207	1
6	93	8	8	207	1
7	122	3	3	10	1
7	326	5	6	207	1
7	326	6	6	207	1
7	387	4	4	207	1
7	397	3	3	366	1
7	401	3	3	366	1
7	441	4	4	207	1
7	469	4	5	366	1
7	469	5	5	366	1
7	472	3	3	366	1
7	680	2	2	288	1
7	684	4	4	366	1
7	711	4	5	207	1
7	711	5	5	207	1
8	122	3	3	10	1
8	441	4	4	207	1
8	680	2	2	288	1
9	122	3	3	10	1
9	230	6	7	207	1
9	230	7	7	207	1
9	251	6	9	207	1
9	251	7	9	207	1
9	251	8	9	207	1
9	251	9	9	207	1
9	326	5	6	207	1
9	326	6	6	207	1
9	340	5	5	207	1
9	387	4	4	207	1
9	395	4	7	9	1
9	395	7	7	9	1
9	397	3	3	366	1
9	441	4	4	207	1
9	45	4	4	9	1
9	480	5	5	9	1
9	484	3	3	9	1
9	48	5	5	207	1
9	532	4	5	207	1
9	532	5	5	207	1
9	575	6	6	9	1
9	657	6	9	207	1
9	657	7	9	207	1
9	657	9	9	207	1
9	680	2	2	288	1
9	682	3	3	9	1
9	70	5	8	207	1
9	70	6	8	207	1
9	70	7	8	207	1
9	70	8	8	207	1
9	711	4	5	207	1
9	711	5	5	207	1
9	724	5	7	207	1
9	724	7	7	207	1
9	730	6	6	207	1
9	731	4	4	207	1
9	739	10	9	207	1
9	739	7	9	207	1
9	739	8	9	207	1
9	739	9	9	207	1
9	93	5	8	207	1
9	93	6	8	207	1
9	93	8	8	207	1
10	122	3	3	10	1
10	194	4	4	10	1
10	680	2	2	288	1
11	122	3	3	10	1
11	680	2	2	288	1
12	122	3	3	10	1
12	441	4	4	207	1
12	484	3	3	9	1
12	680	2	2	288	1
12	731	4	4	207	1
13	122	3	3	10	1
13	680	2	2	288	1
14	122	3	3	10	1
14	441	4	4	207	1
14	45	4	4	9	1
14	480	5	5	9	1
14	484	3	3	9	1
14	48	5	5	207	1
14	680	2	2	288	1
14	682	3	3	9	1
14	730	6	6	207	1
14	731	4	4	207	1
15	122	3	3	10	1
15	401	3	3	366	1
15	441	4	4	207	1
15	469	4	5	366	1
15	469	5	5	366	1
15	472	3	3	366	1
15	490	3	3	288	1
15	680	2	2	288	1
15	684	4	4	366	1
16	122	3	3	10	1
16	441	4	4	207	1
16	484	3	3	9	1
16	490	3	3	288	1
16	680	2	2	288	1
16	682	3	3	9	1
16	731	4	4	207	1
17	122	3	3	10	1
17	401	3	3	366	1
17	441	4	4	207	1
17	469	4	5	366	1
17	469	5	5	366	1
17	472	3	3	366	1
17	680	2	2	288	1
17	684	4	4	366	1
18	122	3	3	10	1
18	441	4	4	207	1
18	680	2	2	288	1
19	122	3	3	10	1
19	441	4	4	207	1
19	472	3	3	366	1
19	680	2	2	288	1
20	577	4	4	366	1
20	578	3	3	321	1
20	680	2	2	288	1
22	122	3	3	10	1
22	441	4	4	207	1
22	680	2	2	288	1
23	122	3	3	10	1
23	680	2	2	288	1
24	122	3	3	10	1
24	433	3	3	202	1
24	441	4	4	207	1
24	484	3	3	9	1
24	494	4	4	202	1
24	680	2	2	288	1
24	682	3	3	9	1
24	731	4	4	207	1
25	122	3	3	10	1
25	680	2	2	288	1
26	122	3	3	10	1
26	397	3	3	366	1
26	441	4	4	207	1
26	496	3	3	288	1
26	680	2	2	288	1
26	711	4	5	207	1
26	711	5	5	207	1
27	122	3	3	10	1
27	194	4	4	10	1
27	445	5	5	10	1
27	680	2	2	288	1
29	122	3	3	10	1
29	397	3	3	366	1
29	441	4	4	207	1
29	45	4	4	9	1
29	480	5	5	9	1
29	484	3	3	9	1
29	48	5	5	207	1
29	496	3	3	288	1
29	680	2	2	288	1
29	711	4	5	207	1
29	711	5	5	207	1
29	730	6	6	207	1
29	731	4	4	207	1
30	122	3	3	10	1
30	401	3	3	366	1
30	441	4	4	207	1
30	469	4	5	366	1
30	469	5	5	366	1
30	472	3	3	366	1
30	615	3	3	115	1
30	680	2	2	288	1
30	684	4	4	366	1
31	122	3	3	10	1
31	395	4	7	9	1
31	395	7	7	9	1
31	397	3	3	366	1
31	441	4	4	207	1
31	45	4	4	9	1
31	480	5	5	9	1
31	484	3	3	9	1
31	48	5	5	207	1
31	575	6	6	9	1
31	680	2	2	288	1
31	682	3	3	9	1
31	711	4	5	207	1
31	711	5	5	207	1
31	724	5	7	207	1
31	724	7	7	207	1
31	730	6	6	207	1
31	731	4	4	207	1
31	93	5	8	207	1
31	93	6	8	207	1
31	93	8	8	207	1
32	122	3	3	10	1
32	441	4	4	207	1
32	484	3	3	9	1
32	490	3	3	288	1
32	680	2	2	288	1
32	682	3	3	9	1
32	731	4	4	207	1
33	122	3	3	10	1
33	680	2	2	288	1
34	122	3	3	10	1
34	433	3	3	202	1
34	441	4	4	207	1
34	484	3	3	9	1
34	680	2	2	288	1
34	682	3	3	9	1
34	731	4	4	207	1
35	122	3	3	10	1
35	397	3	3	366	1
35	441	4	4	207	1
35	680	2	2	288	1
35	711	4	5	207	1
35	711	5	5	207	1
36	122	3	3	10	1
36	680	2	2	288	1
37	122	3	3	10	1
37	194	4	4	10	1
37	680	2	2	288	1
38	122	3	3	10	1
38	680	2	2	288	1
39	122	3	3	10	1
39	680	2	2	288	1
40	122	3	3	10	1
40	397	3	3	366	1
40	441	4	4	207	1
40	496	3	3	288	1
40	680	2	2	288	1
40	711	4	5	207	1
40	711	5	5	207	1
41	122	3	3	10	1
41	433	3	3	202	1
41	441	4	4	207	1
41	484	3	3	9	1
41	680	2	2	288	1
41	682	3	3	9	1
41	731	4	4	207	1
42	472	3	3	366	1
42	496	3	3	288	1
42	680	2	2	288	1
42	684	4	4	366	1
43	122	3	3	10	1
43	441	4	4	207	1
43	484	3	3	9	1
43	680	2	2	288	1
43	731	4	4	207	1
44	122	3	3	10	1
44	441	4	4	207	1
44	484	3	3	9	1
44	490	3	3	288	1
